ano,local,autor,titulo,link
2017,Hartford,Tom McLaughlin,Iterative Security: Security when you're not ready for the difficult stuff,https://devopsdays.org/events/2017-hartford/program/tom-mclaughlin
2017,Hartford,Jeff Smith,How to Elevate Your Contributions as an OPS Engineer,https://devopsdays.org/events/2017-hartford/program/jeff-smith
2017,Hartford,Ed Southard,Tooth-to-tail: Preventing Technological Surprise,https://devopsdays.org/events/2017-hartford/program/ed-southard
2017,Hartford,Noah Kantrowitz,Intellectual Property for Engineers,https://devopsdays.org/events/2017-hartford/program/noah-kantrowitz
2017,Hartford,Soo Choi,"Changing Diversity Constructs, My Journey as a Women in DevOps",https://devopsdays.org/events/2017-hartford/program/soo-choi
2017,Nashville,Michael Cote,"Not actually a DevOps Talk, or, Beyond survival is not mandatory",https://devopsdays.org/events/2017-nashville/program/michael-cote
2017,Nashville,Robb Schiefer,Painful to painless: Moving 100+ developers and 60+ apps to Continuous Delivery,https://devopsdays.org/events/2017-nashville/program/robb-schiefer
2017,Nashville,Adarsh Shah,Enabling DevOps culture with a Platform engineering team,https://devopsdays.org/events/2017-nashville/program/adarsh-shah
2017,Nashville,Carlos Nunez,On the difference between configuration management and provisioning,https://devopsdays.org/events/2017-nashville/program/carlos-nunez
2017,Nashville,Dan Petit,Impact of CI/CD on Audit and Compliance,https://devopsdays.org/events/2017-nashville/program/dan-petit
2017,Nashville,Aaron Kalin,Where are all the Chefs?,https://devopsdays.org/events/2017-nashville/program/aaron-kalin
2017,Nashville,"Karen Lawton, John Willis",DevOps Kaizen,https://devopsdays.org/events/2017-nashville/program/lawton-willis
2017,Nashville,Aziz Shamim,Continuous Delivery Patterns in practice,https://devopsdays.org/events/2017-nashville/program/aziz-shamim
2017,Nashville,Jeffrey Sykes,Don't call it a Post-Mortem unless somebody died - Continuous Learning for Continuous Improvement,https://devopsdays.org/events/2017-nashville/program/jeffrey-sykes
2017,Nashville,Ned Bauerle,Microdeployments for Microservices,https://devopsdays.org/events/2017-nashville/program/ned-bauerle
2017,Nashville,Peter Varhol,Moneyball and the Science of Building Great DevOps Teams,https://devopsdays.org/events/2017-nashville/program/peter-varhol
2017,Nashville,Tom McLaughlin,Serverless Ops: What to do when the server goes away,https://devopsdays.org/events/2017-nashville/program/tom-mclaughlin
2017,Cuba,Randy Shoup,DevOps -- It's About How We Work,https://devopsdays.org/events/2017-cuba/program/randy-shoup1
2017,Cuba,Anesto del Toro,Experiences on building a modular reactive architecture: CIR-BCC,https://devopsdays.org/events/2017-cuba/program/anesto-del-toro
2017,Cuba,Rudy Gevaert,Talk By Rudy Gevaert,https://devopsdays.org/events/2017-cuba/program/rudy-gevaert
2017,Cuba,Dayron Aguero,The use of metrics in the monitoring of the development infrastructure,https://devopsdays.org/events/2017-cuba/program/dayron-aguero
2017,Cuba,Aymen El Amri,The Roadmap to Becoming a DevOps Professional,https://devopsdays.org/events/2017-cuba/program/aymen-el-amri
2017,Cuba,Yadier Perdomo,Talk By Yadier Perdomo,https://devopsdays.org/events/2017-cuba/program/yadier-perdomo
2017,Cuba,"Alina Murphy, Pat Dale",Using TDD for Infrastructure As Code -- confidence when moving to the cloud,https://devopsdays.org/events/2017-cuba/program/alina-murphy-pat-dale
2017,Cuba,Juan Carlos Gómez Correa,"Continuous Delivery with Gitlab, Apache Mesos and Marathon",https://devopsdays.org/events/2017-cuba/program/juan-carlos-gomez
2017,Cuba,Conor Delanbanque,Starting and Growing Your DevOps Teams,https://devopsdays.org/events/2017-cuba/program/conor-delanbanque
2017,Cuba,Lee Fox,DevOps Archeology,https://devopsdays.org/events/2017-cuba/program/lee-fox
2017,Cuba,Manuel Morejón,El valor de Docker para grupos DevOps,https://devopsdays.org/events/2017-cuba/program/manuel-morejon
2017,Cuba,Randy Shoup,Evolving Architecture and Organization Together - Lessons from Google and eBay,https://devopsdays.org/events/2017-cuba/program/randy-shoup2
2017,Edinburgh,Adrian Mouat,Microservice Deployment Techniques,https://devopsdays.org/events/2017-edinburgh/program/adrian-mouat
2017,Edinburgh,Peter Varhol,Using Machine Learning to Optimize DevOps Practices,https://devopsdays.org/events/2017-edinburgh/program/peter-varhol
2017,Edinburgh,Gerie Owen,DevOps and Groupthink: An Oxymoron?,https://devopsdays.org/events/2017-edinburgh/program/gerie-owen
2017,Edinburgh,Abhishek Chanda,Helm and the zen of managing complex Kubernetes apps,https://devopsdays.org/events/2017-edinburgh/program/abhishek-chanda
2017,Edinburgh,Cookie Lanfear,From Software Development Bootcamp to Junior DevOps Engineer,https://devopsdays.org/events/2017-edinburgh/program/cookie-lanfear
2017,Edinburgh,Philipp Krenn,Providing and Supporting Docker Images,https://devopsdays.org/events/2017-edinburgh/program/philipp-krenn
2017,Edinburgh,Paul Gillespie,The Perfect DevOps Storm,https://devopsdays.org/events/2017-edinburgh/program/paul-gillespie
2017,Edinburgh,Charlotte Godley,Engineering a Continuous Delivery Pipeline,https://devopsdays.org/events/2017-edinburgh/program/charlotte-godley
2017,Edinburgh,Josh Atwell,Work + Family + Self + Fast Paced Industry = \_(_)_/,https://devopsdays.org/events/2017-edinburgh/program/josh-atwell
2017,Edinburgh,Neil Crawford,Repository driven development,https://devopsdays.org/events/2017-edinburgh/program/neil-crawford
2017,Edinburgh,Chris Van Tuin,A DevOps State of Mind: Continuous Security with Kubernetes,https://devopsdays.org/events/2017-edinburgh/program/chris-van-tuin
2017,Edinburgh,Jason Hand,Scrutinizing the Scrutiny,https://devopsdays.org/events/2017-edinburgh/program/jason-hand
2017,Edinburgh,Jenny Duckett,Encouraging a culture of learning across your organisation,https://devopsdays.org/events/2017-edinburgh/program/jenny-duckett
2017,Philadelphia,Nicole Forsgren,Are we there yet? Signposts on your journey to awesome,https://devopsdays.org/events/2017-philadelphia/program/nicole-forsgren
2017,Philadelphia,Tony Burns,Continuous Delivery on ECS,https://devopsdays.org/events/2017-philadelphia/program/tony-burns
2017,Philadelphia,Stephanie Herr,Help!  My database is the bottleneck,https://devopsdays.org/events/2017-philadelphia/program/stephanie-herr
2017,Philadelphia,David Grizzanti,From VMs to containers: A DevOps journey,https://devopsdays.org/events/2017-philadelphia/program/david-grizzanti
2017,Philadelphia,Andreas Grabner,From 6 Month Waterfall To 1h Code Deploys,https://devopsdays.org/events/2017-philadelphia/program/andreas-grabner
2017,Philadelphia,Kim Crayton,Overcoming the Challenges of Mentoring,https://devopsdays.org/events/2017-philadelphia/program/kim-crayton
2017,Philadelphia,Sam Jones,A Better Technical Interview,https://devopsdays.org/events/2017-philadelphia/program/sam-jones
2017,Philadelphia,Erica Windisch,Embracing Serverless Ops,https://devopsdays.org/events/2017-philadelphia/program/erica-windisch
2017,Singapore,Kief Morris,Opening Keynote,https://devopsdays.org/events/2017-singapore/program/kief-morris
2017,Singapore,Steven Murawski,Describing Your DevOps Journey with Story Mapping,https://devopsdays.org/events/2017-singapore/program/steven-murawski
2017,Singapore,Peter Chestna,Full Spectrum Engineering – The new full-stack,https://devopsdays.org/events/2017-singapore/program/peter-chestna
2017,Singapore,Dave Kerr,"Monoliths to Microservices - Practical Tips for CI, CD and DevOps",https://devopsdays.org/events/2017-singapore/program/dave-kerr
2017,Singapore,Sriram Narayan,Keynote: Taking DevOps to the Org Chart,https://devopsdays.org/events/2017-singapore/program/sriram-narayan
2017,Singapore,Andrew Clay Shafer,Keynote: Good Devops Copy; Great Devops Steal,https://devopsdays.org/events/2017-singapore/program/andrew-clay-shafer
2017,Singapore,Ion Mudreac,Enterprise bus DevOps. How we are doing it in SCB,https://devopsdays.org/events/2017-singapore/program/ion-mudreac
2017,Singapore,Amit Kumar,Creating DevOps culture in a bank,https://devopsdays.org/events/2017-singapore/program/amit-kumar
2017,Singapore,Marcin Wielgus,Zero-ops Kubernetes,https://devopsdays.org/events/2017-singapore/program/marcin-wielgus
2017,Singapore,Matt Ray,Keynote: Continuous Auditing with Compliance as Code,https://devopsdays.org/events/2017-singapore/program/matt-ray
2017,Madison,Mindy Preston,FuzzOps: keep your computers busy and your pager quiet,https://devopsdays.org/events/2017-madison/program/mindy-preston
2017,Madison,Josh Bressers,DevSecOps: Security as a minimum viable product,https://devopsdays.org/events/2017-madison/program/josh-bressers
2017,Madison,Jason Hand,Scrutinizing the Scrutiny,https://devopsdays.org/events/2017-madison/program/jason-hand
2017,Madison,David Laulusa,Organizing for Diversity,https://devopsdays.org/events/2017-madison/program/david-laulusa
2017,Madison,Tom McLaughlin,Serverless Ops: What to do when the server 'goes away',https://devopsdays.org/events/2017-madison/program/tom-mclaughlin
2017,Madison,Matt Blasinski,Containing Dependency Nightmares using Docker,https://devopsdays.org/events/2017-madison/program/matt-blasinski
2017,Madison,Leena S N,Merge hells?? Feature Toggles to the rescue,https://devopsdays.org/events/2017-madison/program/leena-s-n
2017,Madison,Dawn Parzych,"Data doesn't lie, or does it?",https://devopsdays.org/events/2017-madison/program/dawn-parzych
2017,Madison,Emily Freeman,Scaling Sparta: Military Lessons for Growing A DevOps Team,https://devopsdays.org/events/2017-madison/program/emily-freeman
2017,Oslo,Mike Long,The Structure of DevOps Revolutions,https://devopsdays.org/events/2017-oslo/program/mike-long
2017,Oslo,Daniela Soares Cruzes,DevOps vs Agile Testing: What is new? What is challenging? Experiences from Norwegian Software Companies,https://devopsdays.org/events/2017-oslo/program/daniela-soares-cruzes
2017,Oslo,Stein Inge Morisbak,Getting people to act on good ideas,https://devopsdays.org/events/2017-oslo/program/stein-inge-morisbak
2017,Oslo,Jon Hare-Winton,Synthetic Monitoring: accurate alerting through simulated usage,https://devopsdays.org/events/2017-oslo/program/jon-hare-winton
2017,Oslo,Hannah Foxwell,The end of sleepless nights on-call – How machine learning is set to transform IT Operations,https://devopsdays.org/events/2017-oslo/program/hannah-foxwell
2017,Oslo,Trond Arve Wasskog,Tis not agile!!,https://devopsdays.org/events/2017-oslo/program/trond-arve-wasskog
2017,Oslo,Ramez Hanna,What is a technical team lead?,https://devopsdays.org/events/2017-oslo/program/ramez-hanna
2017,Oslo,Jessica Brown,Robots took my job. But that's okay.,https://devopsdays.org/events/2017-oslo/program/jessica-brown
2017,Oslo,Mark Burgess,Trust and Microservices (the scaling of true and false),https://devopsdays.org/events/2017-oslo/program/mark-burgess
2017,Cape Town,Christian Witts,The CAP Theorem of Humans,https://devopsdays.org/events/2017-cape-town/program/christian-witts
2017,Cape Town,Rahul Mahale,Deploying Production ready Kubernetes clusters - Lessons Learnt,https://devopsdays.org/events/2017-cape-town/program/rahul-mahale
2017,Cape Town,Jaco Greyling,Continuous Testing – The final frontier of DevOps,https://devopsdays.org/events/2017-cape-town/program/jaco-greyling
2017,Cape Town,De Wet Blomerus,What I learned from applying for 107 jobs,https://devopsdays.org/events/2017-cape-town/program/de-wet-blomerus
2017,Cape Town,Spencer Krum,What can we learn from esports?,https://devopsdays.org/events/2017-cape-town/program/spencer-krum
2017,Cape Town,Duncan Phillips,Something isn't right here.,https://devopsdays.org/events/2017-cape-town/program/duncan-phillips
2017,Cape Town,William Stewart,The Wonderful Things You Can Do With Linux's Kernel Tracing,https://devopsdays.org/events/2017-cape-town/program/william-stewart
2017,Cape Town,Ken Mugrage,You Can’t Buy DevOps - Driving Real Change,https://devopsdays.org/events/2017-cape-town/program/ken-mugrage
2017,Ohio,Barbara Bouldin,One Woman's Experiences as the Software Industry Evolved,https://devopsdays.org/events/2017-ohio/program/barbara-bouldin
2017,Ohio,Preston Waller,Nationwide's DevOps Journey to Accelerated Delivery,https://devopsdays.org/events/2017-ohio/program/preston-waller
2017,Ohio,Barry Tarlton,The MacGyver Mindset for Mastering Problem Solving,https://devopsdays.org/events/2017-ohio/program/barry-tarlton
2017,Ohio,Adarsh Shah,Role of Team structures in DevOps Transformation Journey,https://devopsdays.org/events/2017-ohio/program/adarsh-shah
2017,Ohio,Chris McFee,The DevOps Abides,https://devopsdays.org/events/2017-ohio/program/chris-mcfee
2017,Ohio,Aaron Kalin,Where are all the Chefs?,https://devopsdays.org/events/2017-ohio/program/aaron-kalin
2017,Ohio,Ryan Lockard,Business Agility requires DevOps,https://devopsdays.org/events/2017-ohio/program/ryan-lockard
2017,Ohio,Jason Hand,Scrutinizing the Scrutiny,https://devopsdays.org/events/2017-ohio/program/jason-hand
2017,Galway,Paula Kennedy,Help me help you: show me the empathy!,https://devopsdays.org/events/2017-galway/program/paula-kennedy
2017,Galway,Mary Newell,Dragging the Dinosaur into the 21st Century - One Team’s Journey to DevOps,https://devopsdays.org/events/2017-galway/program/mary-newell
2017,Galway,Ross Coll,Single Pane View of your complete DevOps Process,https://devopsdays.org/events/2017-galway/program/ross-coll
2017,Galway,Peter Kennedy,"Silent, but Deadly - Production End to End Testing",https://devopsdays.org/events/2017-galway/program/peter-kennedy
2017,Galway,Thomas Shaw,Skypilot: Delivering amazing game experiences through containerized pipelines,https://devopsdays.org/events/2017-galway/program/thomas-shaw
2017,Galway,Conall Bennett,Thunderstruck by Serverless,https://devopsdays.org/events/2017-galway/program/conall-bennett
2017,Galway,"Cynthia Lopes do Sacramento, Miguel Castilho Dias",Hybrid Cloud with Kubernetes Federation,https://devopsdays.org/events/2017-galway/program/hybrid-cloud-with-kubernetes-federation
2017,Galway,"Praveen Kumar, Sankalp Singh",Reliability at Scale,https://devopsdays.org/events/2017-galway/program/reliability_at_scale
2017,Galway,Shane Tuohy,Enhanced Media Metrics,https://devopsdays.org/events/2017-galway/program/shane-tuohy
2017,Galway,Konstantin Semenov,Deploying a maintainable Kubernetes cluster in 20 minutes,https://devopsdays.org/events/2017-galway/program/konstantin-semenov
2018,New York City,John Willis,Devops - Almost 10 Years - What a Strange Long Trip It's Been (Keynote),https://devopsdays.org/events/2018-new-york-city/program/john-willis
2018,New York City,Kishore Jalleda,"DevOps is more about Customer Feedback and Quick Learning than Culture, Process and Tools",https://devopsdays.org/events/2018-new-york-city/program/kishore-jalleda
